"coverage_id","coverage_is_active","coverage_payment_is_current","coverage_agent","coverage_status","coverage_created_date","coverage_cancelled_date","coverage_annual_premium","coverage_deductible","coverage_estimated_car_value","coverage_lifetime","coverage_accident_probability","coverage_risk_score","product_id","car_id","customer_id","wdf__region_id"
f51ca7f62ece60af87dada8aef40ed93,Y,N,Adrienne Barrière,CONFIRMED,2021-09-05,,1190.00,,,117.00,,65.00,"2e0af2357d0f45257df24720321af971","0f0459e95aad6d7d2c0a15eedf8f7185",f51ca7f62ece60af87dada8aef40ed93,ZH
f5b56a7f7bafe12ea15ff07bd31955dd,Y,Y,Kateřina Dvořáčková,CONFIRMED,2021-11-01,,1160.00,,,60.00,,65.00,ffd553b97e978c87a950f5f27d3d8871,f03b973b4ffdf7da0db805af87b442b7,f5b56a7f7bafe12ea15ff07bd31955dd,TI
f60a345739a7332e859d5b563488c9e1,Y,Y,Anke Fink,CONFIRMED,2021-03-28,,1190.00,,863.58,278.00,0.52,65.00,"2e0af2357d0f45257df24720321af971","0e605dd6f10b8078046c6817f8c42a44",f60a345739a7332e859d5b563488c9e1,TI
f73c5220563e5532a0ac372aad846ca9,Y,N,Paul Cantin,CONFIRMED,2021-06-02,,1420.00,300.00,,212.00,,65.00,"4fad66e5c832dee400e0c3acb00f08b1","59d9c59a330a297c86bcbb90b6113b4d",f73c5220563e5532a0ac372aad846ca9,SO
f825f81d9f7bd3f6d496bb860999c1c9,Y,N,Dorothée Daigle,CONFIRMED,2021-03-20,,1420.00,300.00,,286.00,,65.00,"4fad66e5c832dee400e0c3acb00f08b1","4fbb909da8b89a605d022a34f32a8b2d",f825f81d9f7bd3f6d496bb860999c1c9,BE
f8261db7d9ad3ee7ce72b99561535e2d,Y,Y,Claire Arcouet,CONFIRMED,2021-03-31,,1160.00,,,275.00,,65.00,ffd553b97e978c87a950f5f27d3d8871,"26a9673423a3f2cf334c33c5a84390b1",f8261db7d9ad3ee7ce72b99561535e2d,ZH
f82b521e7500805db65836ab76e25c25,Y,Y,Lotye Gaillard,CONFIRMED,2021-07-18,,1190.00,,,166.00,,65.00,"70de10d128c67576a6624d80d0ef7d58","9cd73e3f68eed86ade0196da83d1f08d",f82b521e7500805db65836ab76e25c25,ZH
fbb0eab3a6ae79718027f0cffeb1c3b4,Y,N,Kateřina Dvořáčková,CONFIRMED,2021-05-07,,1430.00,150.00,725.61,238.00,0.37,65.00,"67ab44583a0d64daaf2764970a33141c",fccf4e560e4be979e59e60450a5c11ce,fbb0eab3a6ae79718027f0cffeb1c3b4,LU
"014107dacc92d06b3f5aa10ec80722c6",Y,N,Sebastian Baer,CONFIRMED,2021-05-08,,1190.00,,,237.00,,65.00,"70de10d128c67576a6624d80d0ef7d58","0ac45b2cb66714fab6526fc94f4bd329","014107dacc92d06b3f5aa10ec80722c6",JU
"0158e4f9cc70adb9173a40b3129b7164",Y,Y,Kateřina Dvořáčková,CONFIRMED,2021-03-24,,1190.00,,,282.00,,65.00,"2e0af2357d0f45257df24720321af971",fc2bbbf465391b8ead03516d277b9935,"0158e4f9cc70adb9173a40b3129b7164",BE
"0340b78f9bc0f40acb82e47e973c00f8",Y,N,Michele Panicucci,CONFIRMED,2021-09-12,,1430.00,150.00,,110.00,,65.00,"67ab44583a0d64daaf2764970a33141c","37173525c6e1beed440096d0d8706c0d","0340b78f9bc0f40acb82e47e973c00f8",ZH
"0552df943bd4799a9514462832b4eca3",Y,Y,Paul Cantin,CONFIRMED,2021-09-30,,1160.00,,,92.00,,65.00,ffd553b97e978c87a950f5f27d3d8871,b969031d3d0294e8b70415c99ac16f76,"0552df943bd4799a9514462832b4eca3",TI
"0574040c35391ebc09a7e7f167971fd0",Y,Y,Lotye Gaillard,CONFIRMED,2021-09-03,,1190.00,,,119.00,,65.00,"2e0af2357d0f45257df24720321af971","0a645a8f5bd52fb90ce7292cd24b0b35","0574040c35391ebc09a7e7f167971fd0",SG
"0985bff339f3ea7c4a5d6cc6c22682a4",Y,N,Claire Arcouet,CONFIRMED,2021-01-11,,1160.00,,,354.00,,65.00,ffd553b97e978c87a950f5f27d3d8871,"6b6cdd10d3388375a14a5f14964785cd","0985bff339f3ea7c4a5d6cc6c22682a4",BE
"0b16b646c0d5898be39128ee0e4acc91",Y,N,Claire Arcouet,CONFIRMED,2021-03-01,,1390.00,450.00,,305.00,,65.00,"7d91b599d163ad4ab1f4926e782c1fe7",ae4dd9947bf4b4b14beab0a09b0cab8c,"0b16b646c0d5898be39128ee0e4acc91",SG
"0bb64b4a9fe1e276b4b665be8c62ca40",Y,N,Sebastian Baer,CONFIRMED,2021-06-12,,1080.00,,,202.00,,65.00,e9824eb1039c217e42341f2141c2f2ea,ef3f2db1d427e1f8cd94ace653fb3858,"0bb64b4a9fe1e276b4b665be8c62ca40",LU
"0d2eaf24d55c2800fee163d99fc3eaca",Y,N,Christine Aubin,CONFIRMED,2021-01-31,,1420.00,300.00,,334.00,,65.00,"4fad66e5c832dee400e0c3acb00f08b1","706aeb10093ee1130d38739d07c70480","0d2eaf24d55c2800fee163d99fc3eaca",SG
"7e33c6c4e5fa9f18e385ab8eb2eacfa9",Y,N,Harcourt Sevier,CONFIRMED,2021-04-08,,1290.00,300.00,,267.00,,65.00,b54a2af172c378bbbb4c223e6970df33,"9b4e8c488c5ec2bb5af9addb8306c8e4","7e33c6c4e5fa9f18e385ab8eb2eacfa9",GE
"80758b465a39708ac247db35c95f947d",Y,Y,Hortense Archambault,CONFIRMED,2021-01-24,,1160.00,,,341.00,,65.00,ffd553b97e978c87a950f5f27d3d8871,"6fae3b92b9cd072854e845ccdc3daa5e","80758b465a39708ac247db35c95f947d",VD
"483d2bee39f54fc33e7dea02ca9cf236",Y,Y,Adrienne Barrière,CONFIRMED,2021-01-29,,1160.00,,,336.00,,65.00,ffd553b97e978c87a950f5f27d3d8871,cf05adeb59307c887a40594a0b9ab2cd,"483d2bee39f54fc33e7dea02ca9cf236",VD
"92d02487ca8809bc7d111fe41f15f4f7",Y,Y,Kateřina Dvořáčková,CONFIRMED,2021-05-07,,1160.00,,,238.00,,65.00,ffd553b97e978c87a950f5f27d3d8871,"321f139a449806d179a82d4a564c4dd7","92d02487ca8809bc7d111fe41f15f4f7",ZH
a2650d35ff10a7bc5d2bf37d3708b847,Y,N,Claire Arcouet,CONFIRMED,2021-06-04,,1190.00,,,210.00,,65.00,"70de10d128c67576a6624d80d0ef7d58","94951058bce77ff0d22ef4e9217057a8",a2650d35ff10a7bc5d2bf37d3708b847,VD
"4a52addd7b12ffff2f4acc1279bc1e08",Y,Y,Harcourt Sevier,CONFIRMED,2021-04-28,,1190.00,,,247.00,,65.00,"2e0af2357d0f45257df24720321af971","13b3475885b14873b380207055a74c6a","4a52addd7b12ffff2f4acc1279bc1e08",BS
"4b15dabfb037968aa73ecb8628e0989a",Y,N,Lotye Gaillard,CONFIRMED,2021-07-29,,1300.00,150.00,,155.00,,65.00,"63b32b961c74ad1cd57d83fa61fadfe7","0fba018ef2bced59577d7c2f88ee6347","4b15dabfb037968aa73ecb8628e0989a",VD
"4b30f5c04a1f3f8bd64c7629ba090666",Y,Y,Christine Aubin,CONFIRMED,2021-07-15,,1190.00,,,169.00,,65.00,"70de10d128c67576a6624d80d0ef7d58","8977ed65951c7a18f13c177d0cb8da6e","4b30f5c04a1f3f8bd64c7629ba090666",NE
"4b62077de5bfac02a9da6d6c98202ac2",Y,N,Odo Adler,CONFIRMED,2021-02-26,,1160.00,,,308.00,,65.00,ffd553b97e978c87a950f5f27d3d8871,ebfdf2ce61cfc195c743618be22fb4ec,"4b62077de5bfac02a9da6d6c98202ac2",BS
b311046c3f2bfab7bcbefcee61286990,Y,Y,Harcourt Sevier,CONFIRMED,2021-08-13,,1160.00,,,140.00,,65.00,ffd553b97e978c87a950f5f27d3d8871,"26a9673423a3f2cf334c33c5a84390b1",b311046c3f2bfab7bcbefcee61286990,TI
b392abb72b3dc37b588d8e01172eb8ec,Y,Y,Telford Hébert,CONFIRMED,2021-03-04,,1160.00,,,302.00,,65.00,bf0ac8d28a7e218a929ddb99ab106788,"137696f9c3a2395eff98bf9dab7315a6",b392abb72b3dc37b588d8e01172eb8ec,GR
c50fb1e4c09dd4994f3b91a0c9c311a9,Y,Y,Michele Panicucci,CONFIRMED,2021-06-05,,1420.00,300.00,,209.00,,65.00,"32fb0ec4717ff11b0c5617b11f43cb58","45ba717f2277b8d64738995c98b82a75",c50fb1e4c09dd4994f3b91a0c9c311a9,SG
"4df23220b21dabced6061f936908ad68",Y,N,Telford Hébert,CONFIRMED,2021-05-09,,1190.00,,,236.00,,65.00,"70de10d128c67576a6624d80d0ef7d58","47784945e4351cbd9db806114959c86e","4df23220b21dabced6061f936908ad68",SZ
d8621402990d81b173b05b134186db38,Y,Y,Pavo Petković,CONFIRMED,2021-04-04,,1080.00,,,271.00,,65.00,ae24857e49b395232a759605d1afe8a9,"1c3fae152f3a067d9ac2b5690a69ba84",d8621402990d81b173b05b134186db38,BE
"4f27d0afe97d8fe5f1cf8409a266b930",Y,N,Odo Adler,CONFIRMED,2021-01-03,,1160.00,,,362.00,,65.00,"04176a436a7715d586489adb2a959f1a","7974c387afd85c8d40d41febe735aa82","4f27d0afe97d8fe5f1cf8409a266b930",SG
"51842a1521481a6cc9acb934986bd595",Y,Y,Michele Panicucci,CONFIRMED,2021-03-01,,1190.00,,,305.00,,65.00,"2e0af2357d0f45257df24720321af971",bd22e5e63f3f3eeedfc94442fe28f9b1,"51842a1521481a6cc9acb934986bd595",AG
"518cbeed91988c6e14e464c673902867",Y,N,Michele Panicucci,CONFIRMED,2021-01-13,,1430.00,150.00,,352.00,,65.00,"571a67c1bf5977b3bafd44e5e26f61e8","70ca4ab95398b53f513982b9c755b6d0","518cbeed91988c6e14e464c673902867",VD
"523c0a9ed09c028cb07e1f81eb18594f",Y,Y,Lotye Gaillard,CONFIRMED,2021-03-01,,1420.00,300.00,,305.00,,65.00,"32fb0ec4717ff11b0c5617b11f43cb58","2125ea307d0bc516025f6ecb88cf6d94","523c0a9ed09c028cb07e1f81eb18594f",ZH
"56d1fc0c177c1d77d6a7f92e0af8adf9",Y,Y,Dorothée Daigle,CONFIRMED,2021-12-26,,1160.00,,,5.00,,65.00,ffd553b97e978c87a950f5f27d3d8871,d38f7ee7a0eb19775a26cd4d8f1667bb,"56d1fc0c177c1d77d6a7f92e0af8adf9",ZH
"59aa422a329020520a9656ac0376f3d6",Y,Y,Pavo Petković,CONFIRMED,2021-07-28,,1420.00,300.00,,156.00,,65.00,"32fb0ec4717ff11b0c5617b11f43cb58",d71d0c96015112ab7a17ee69f6575868,"59aa422a329020520a9656ac0376f3d6",GE
"60a2e7d1cf788af6c00c70508ec947f1",Y,Y,Christine Aubin,CONFIRMED,2021-03-13,,1290.00,,,293.00,,65.00,"2661d938891b0cf014144db4e1d0e603",c6a7f43b44cc640e0a843f744f96ba9b,"60a2e7d1cf788af6c00c70508ec947f1",AG
"60a3a7f0a6f6b4f1b0c4f672750537b2",Y,Y,Paul Cantin,CONFIRMED,2021-10-27,,1080.00,,,65.00,,65.00,"81cc4983c32386267d93611653c7cf8e","6e54e4ccc5ee1326ff9342cd4363d6bf","60a3a7f0a6f6b4f1b0c4f672750537b2",ZH
b83205829ca5129aabd681c433f0c59f,Y,N,Eleanor Couture,CONFIRMED,2021-07-17,,1190.00,,,167.00,,65.00,"2e0af2357d0f45257df24720321af971",ff5c5b095447bdefba0de7fd779a033a,b83205829ca5129aabd681c433f0c59f,BE
"616cd7585aa26016106e4a37bb95f91a",Y,Y,Claire Arcouet,CONFIRMED,2021-03-14,,1190.00,,,292.00,,65.00,"70de10d128c67576a6624d80d0ef7d58","013cb2a66aac772a1e80cd18423f36d5","616cd7585aa26016106e4a37bb95f91a",ZH
"6637a824628100f107c0caa3c48cdb6d",Y,N,Eleanor Couture,CONFIRMED,2021-04-20,,1190.00,,,255.00,,65.00,"2e0af2357d0f45257df24720321af971","12828806f796c2c2dda17a4b29ffee10","6637a824628100f107c0caa3c48cdb6d",SG
"690aae8cb26b363a600ad7a0c35c2df4",Y,N,Christine Aubin,CONFIRMED,2021-08-01,,1190.00,,,152.00,,65.00,"2e0af2357d0f45257df24720321af971","8db93b97e5c119f35de88908243f2a80","690aae8cb26b363a600ad7a0c35c2df4",VD
"6c0c1743b3c37edf7610154d4cfdd9a9",Y,Y,Michele Panicucci,CONFIRMED,2021-08-28,,1160.00,,,125.00,,65.00,ffd553b97e978c87a950f5f27d3d8871,c705d750348896064d39fed955cab65d,"6c0c1743b3c37edf7610154d4cfdd9a9",ZH
"6f7129cb761d762a245ff64e78b6be25",Y,N,Christine Totter,CONFIRMED,2021-03-14,,1160.00,,,292.00,,65.00,ffd553b97e978c87a950f5f27d3d8871,"8b98b57d4b73ca3549fc098940285f57","6f7129cb761d762a245ff64e78b6be25",VD
"70d6caa3650a2688fa96f36e5a9e0d2c",Y,N,Alita Beaulieu,CONFIRMED,2021-05-06,,1080.00,,,239.00,,65.00,"81cc4983c32386267d93611653c7cf8e","71c8aa21779382426c91f1b36681fdf0","70d6caa3650a2688fa96f36e5a9e0d2c",ZH
"70dd92171e436e6c6aeb21e474b7e98f",Y,Y,Jay Dagenais,CONFIRMED,2021-07-14,,1160.00,,,170.00,,65.00,ffd553b97e978c87a950f5f27d3d8871,"5af933b86809ea418ce2e134a3ac6c08","70dd92171e436e6c6aeb21e474b7e98f",VD
"7120d3a753afc079405b529fde83a17d",Y,N,Adrienne Barrière,CONFIRMED,2021-05-02,,1160.00,,,243.00,,65.00,ffd553b97e978c87a950f5f27d3d8871,"3fe2a9e8cbed0e21628cf0db7968cb1a","7120d3a753afc079405b529fde83a17d",NW
"728596392d6e0466da525632ef4236d9",Y,N,Harcourt Sevier,CONFIRMED,2021-09-24,,1190.00,,,98.00,,65.00,"67613f22211b0a6866b60a345c4954fe","422c70fef16c5b3e67e68a8050b273ad","728596392d6e0466da525632ef4236d9",ZH
"733cffe051d61afacb710f3956299c2e",Y,N,Sebastian Baer,CONFIRMED,2021-06-13,,1290.00,,,201.00,,65.00,"2661d938891b0cf014144db4e1d0e603",b9ddcc21f8cca759ab1a8620bf161888,"733cffe051d61afacb710f3956299c2e",LU
"747cfdf255a587ca2b740060deaea2ee",Y,Y,Jay Dagenais,CONFIRMED,2021-04-09,,1420.00,300.00,,266.00,,65.00,"32fb0ec4717ff11b0c5617b11f43cb58","5df6bca454f276f79ea4badcdb6a8ab3","747cfdf255a587ca2b740060deaea2ee",GR
"747ef53e8fa6b69ce1a9c79d5a492970",Y,N,Dorothée Daigle,CONFIRMED,2021-11-08,,1430.00,150.00,,53.00,,65.00,"571a67c1bf5977b3bafd44e5e26f61e8","0c533b94e04633eb76616aadaff66f91","747ef53e8fa6b69ce1a9c79d5a492970",BE
"1e220c8c512434129f1d469227765104",Y,Y,Odo Adler,CONFIRMED,2021-07-21,,1430.00,150.00,,163.00,,65.00,"571a67c1bf5977b3bafd44e5e26f61e8",ec60e1c51354a33aeeab80138e4ce95e,"1e220c8c512434129f1d469227765104",VD
"750dea9f84a3a0ad0e8969e94cd03086",Y,Y,Sebastian Baer,CONFIRMED,2021-03-12,,1190.00,,,294.00,,65.00,"2e0af2357d0f45257df24720321af971","0fba018ef2bced59577d7c2f88ee6347","750dea9f84a3a0ad0e8969e94cd03086",ZH
"751034fa67f7a5284c8646f3b1f16f04",Y,N,Christine Totter,CONFIRMED,2021-03-03,,1190.00,,,303.00,,65.00,"2e0af2357d0f45257df24720321af971","1fec0e8e5600a23e29b4847a18937079","751034fa67f7a5284c8646f3b1f16f04",BE
"751107dee159a44d03e2eb3a583352e1",Y,Y,Anke Fink,CONFIRMED,2021-07-25,,1160.00,,,159.00,,65.00,"04176a436a7715d586489adb2a959f1a","27425f78f2f961c9c322072975f2cd9e","751107dee159a44d03e2eb3a583352e1",GE
"77a486199b5c0ec2b1e2ec723eb7a869",Y,Y,Harcourt Sevier,CONFIRMED,2021-10-29,,1190.00,,,63.00,,65.00,"2e0af2357d0f45257df24720321af971","1242ee6e7d6e7384605c69cf9b038ccd","77a486199b5c0ec2b1e2ec723eb7a869",SG
"798be94dad0bdc8c1a40c3245af040af",Y,Y,Jay Dagenais,CONFIRMED,2021-07-19,,1190.00,,,165.00,,65.00,"2e0af2357d0f45257df24720321af971","589cf57b12cb1ac6287a0f9d357c785a","798be94dad0bdc8c1a40c3245af040af",VD
"798f3855e9d937d82def789983eb8799",Y,N,Christine Totter,CONFIRMED,2021-05-16,,1420.00,300.00,,229.00,,65.00,"32fb0ec4717ff11b0c5617b11f43cb58",c909a07cbdcc63ab305abe544b4a89e9,"798f3855e9d937d82def789983eb8799",SG
"79940941f1c16f0fa76b286dfe934747",Y,Y,Sebastian Baer,CONFIRMED,2021-02-07,,1190.00,,,327.00,,65.00,"2e0af2357d0f45257df24720321af971","2a18b9bea9870f97659ed616a7447842","79940941f1c16f0fa76b286dfe934747",ZH
"79cee94d7ed0861a1ecb6e594a2672d5",Y,N,Dorothée Daigle,CONFIRMED,2021-01-16,,1160.00,,,349.00,,65.00,ffd553b97e978c87a950f5f27d3d8871,ef29ffa8f1d1e0bd46d8a28d21a3a474,"79cee94d7ed0861a1ecb6e594a2672d5",SO
"7ac3a234393938ac0a0f5e62d272210a",Y,Y,Eleanor Couture,CONFIRMED,2021-02-27,,1160.00,,,307.00,,65.00,ffd553b97e978c87a950f5f27d3d8871,"71c8aa21779382426c91f1b36681fdf0","7ac3a234393938ac0a0f5e62d272210a",SG
"7bf764ab2a584cf17d8c89e1ff183dd4",Y,Y,Christine Totter,CONFIRMED,2021-05-01,,1190.00,,,244.00,,65.00,d002971a9349867688add0311a7009b2,f7d8f20d69cee3d8e3cc2b6f00c1142b,"7bf764ab2a584cf17d8c89e1ff183dd4",TI
"7d9845d38ccbfcf0c1febcc94102b9ae",Y,Y,Telford Hébert,CONFIRMED,2021-08-25,,1190.00,,,128.00,,65.00,"70de10d128c67576a6624d80d0ef7d58",ea4b6bc2ce2d85ee50edf121749e52cf,"7d9845d38ccbfcf0c1febcc94102b9ae",ZH
"7e2f8828262dba354845d910f6439c14",Y,Y,Adrienne Barrière,CONFIRMED,2021-12-10,,1190.00,,,21.00,,65.00,"70de10d128c67576a6624d80d0ef7d58","4c08cde0a0ac97cb3845536161c2dde7","7e2f8828262dba354845d910f6439c14",AG
"7f3faf05b771886dc1d0c967bcec27d6",Y,N,Lotye Gaillard,CONFIRMED,2021-05-06,,1190.00,,,239.00,,65.00,"2e0af2357d0f45257df24720321af971","857d49f276433c9db30624cf25974d20","7f3faf05b771886dc1d0c967bcec27d6",ZH
"7fbacfbaf256210816b675ab7a182224",Y,Y,Sebastian Baer,CONFIRMED,2021-02-20,,1190.00,,,314.00,,65.00,"70de10d128c67576a6624d80d0ef7d58","927a5b39212a58a5a7e82181d8d01625","7fbacfbaf256210816b675ab7a182224",TI
"80aa37c854cd3810501918ba3ab5a47c",Y,Y,Hortense Archambault,CONFIRMED,2021-01-14,,1190.00,,,351.00,,65.00,d002971a9349867688add0311a7009b2,"0e2b0de17284a73dde8ef3779f1e89d6","80aa37c854cd3810501918ba3ab5a47c",ZH
"84b7e62db7f7c151cacb76062d197e9d",Y,N,Lotye Gaillard,CONFIRMED,2021-04-25,,1190.00,,,250.00,,65.00,"70de10d128c67576a6624d80d0ef7d58","8c54815c330243c3fbdd9f169aab63d1","84b7e62db7f7c151cacb76062d197e9d",VD
"853df10bfcf8fcab8482283555265618",Y,N,Christine Totter,CONFIRMED,2021-06-18,,1290.00,300.00,,196.00,,65.00,b54a2af172c378bbbb4c223e6970df33,fc57c22b4a511d2a514a508816e35d63,"853df10bfcf8fcab8482283555265618",AG
"85f1646018b6feb5bd655b9c1383a242",Y,N,Lotye Gaillard,CONFIRMED,2021-05-22,,1190.00,,,223.00,,65.00,d002971a9349867688add0311a7009b2,"856255c86bde277048c6d3674ca3b961","85f1646018b6feb5bd655b9c1383a242",AG
"85f35147e04ba656f0aeaaaf7cbbe3a2",Y,Y,Harcourt Sevier,CONFIRMED,2021-11-11,,1160.00,,,50.00,,65.00,ffd553b97e978c87a950f5f27d3d8871,fd33fa06e68d507488a32870b70920f9,"85f35147e04ba656f0aeaaaf7cbbe3a2",ZH
"87b22568105129f3195a8f3d2c36efbc",Y,N,Adrienne Barrière,CONFIRMED,2021-07-18,,1080.00,,,166.00,,65.00,"48958752c06b20560c7cf2f05a28421d",e9b9bc85b55add3654cc08f08c52cc19,"87b22568105129f3195a8f3d2c36efbc",NW
"887f5e8150be920d77a514aa80389f20",Y,Y,Anke Fink,CONFIRMED,2021-04-04,,1420.00,300.00,,271.00,,65.00,"32fb0ec4717ff11b0c5617b11f43cb58","0071719ef56ffa9afc05014e1f2a917b","887f5e8150be920d77a514aa80389f20",VD
"88a8c46cf88d5409f03c9938a7198606",Y,Y,Dorothée Daigle,CONFIRMED,2021-03-22,,1420.00,300.00,,284.00,,65.00,"32fb0ec4717ff11b0c5617b11f43cb58",bc56630f88e1cdde64f36ee57b18207a,"88a8c46cf88d5409f03c9938a7198606",SG
"88c6384fcd6ef816c5c70e285f2d2fbe",Y,N,Claire Arcouet,CONFIRMED,2021-02-12,,1160.00,,,322.00,,65.00,ffd553b97e978c87a950f5f27d3d8871,"8a8b648f212a12ecfbdcc6b4a623a871","88c6384fcd6ef816c5c70e285f2d2fbe",SG
"89051e8ce48c74f847238fe97fd348a3",Y,N,Anke Fink,CONFIRMED,2021-04-14,,1160.00,,,261.00,,65.00,bf0ac8d28a7e218a929ddb99ab106788,"798fa3bffa424017c8e6967e113462aa","89051e8ce48c74f847238fe97fd348a3",GE
"89c53318749808554e4eab0266aec93e",Y,N,Paul Cantin,CONFIRMED,2021-04-01,,1190.00,,,274.00,,65.00,"2e0af2357d0f45257df24720321af971","21ba70487900eda202c17520beeb0729","89c53318749808554e4eab0266aec93e",ZH
"8aacea1617b4d9c6f391420c6fe5acc6",Y,N,Christine Aubin,CONFIRMED,2021-05-12,,1190.00,,,233.00,,65.00,"2e0af2357d0f45257df24720321af971","317eeba074096ba0cea32a0b49dc71c9","8aacea1617b4d9c6f391420c6fe5acc6",ZH
"8aa8240120eb15bc017821bcf5e4a97b",Y,Y,Sebastian Baer,CONFIRMED,2021-01-03,,1080.00,,,362.00,,65.00,ae24857e49b395232a759605d1afe8a9,"69715f464484cbf7119e9ad50146cf26","8aa8240120eb15bc017821bcf5e4a97b",ZG
"8c5b84bc61a4870fc7f4d74e9febc3b9",Y,Y,Jay Dagenais,CONFIRMED,2021-10-01,,1430.00,150.00,,91.00,,65.00,"571a67c1bf5977b3bafd44e5e26f61e8","9908434cea3e0dbb751a5e9be0b7f8c5","8c5b84bc61a4870fc7f4d74e9febc3b9",VD
